nome_token,moeda,direcao,total_transacoes,volume_usd,preco_medio_usd
4CHAN,4CHAN,BUY,6,131718.73917504147,2.101142089731412e-15
Numeraire,NMR,SELL,2,32191.451367768477,282.52675296053394
AlgoTrade,ALGT,BUY,1,6804.840097607871,0.0000015443242635564068
KŪKA,KŪKA,BUY,8,196415.0869447168,2.407149264903312e-7
RIDDLE,ERDL,SELL,1,6544.4127410562505,56280422.98040581
Coke,COKE,BUY,2,145315.91174939554,8.241630210762606e-7
Big Balls of Matt Furie,BIGBALLS,BUY,2,96467.89845243438,4.327780101522923e-8
LittleWhiteBich,Bitch,BUY,1,6425.830126242644,3.148322252233199e-8
Moge,MOGE,SELL,1,6144.225018809077,18350813673690.27
CRO,CRO,SELL,16,310897.35445416265,23409.751049422728
Metronome2,MET,BUY,2,12361.948001417255,0.39612556098233387
BiorBank,BYB,SELL,1,6263.896575683594,7348268.7033853885
USD//C,USDC,SELL,2886,9681382929.836206,6541.435994432971
Vertical AI,VERTAI,SELL,22,737831.9873446092,13670.556575058936
Bitcoin Bond,BB,SELL,1,15063.56888039921,170436812.3166621
RWA Index,mvRWA,SELL,2,34819.94007476358,2807.8071133487692
ANON INTERN,ANON,BUY,1,8890.425105236947,6.03503093064237e-8
InsightX,INX,BUY,2,20611.568195253047,0.000001613801355586697
Wrapped DNX,0xDNX,BUY,3,32432.485523276613,0.000017823627102516588
PEPE BY MATT FURIE,PEPE,BUY,11,400509.45958386466,0.000002374386577256406
Curve DAO Token,CRV,SELL,63,4767657.312372438,2161.9513192454206
NeuralAI,NEURAL,BUY,28,1172539.3805487533,0.001588735665669673
Pepe by Jason Furie,PEPE,SELL,3,61390.1757342145,4191156035111.9165
Cuddles,Cuddles,BUY,11,2556187.6971392944,0.0000014399226218608262
Azuro,AZUR,SELL,2,15115.927046149678,304060.88281562063
Lemmy The Bat,LBAI,BUY,8,124722.36224664739,8.488520042436023e-9
Kochi Inu,KOCHI,BUY,4,95321.0364299118,3.9619860488368265e-11
Pulque,PULQUE,SELL,1,9700.167295153587,59426715.54607344
ETH 2x Flexible Leverage Index,ETH2x-FLI,SELL,4,1256276.5189409624,246.32194822208982
DRIP,DRIP,BUY,2,33575.630916231625,0.000005148731973519415
Moo Cow,MOOCOW,SELL,6,135115.56587548635,2616389513.33738
Shiro Inu,SHIRO,BUY,1,18660.22642243832,6.341531442716398e-9
Numeraire,NMR,BUY,4,58245.56973221341,0.0017814784644831169
Fofar,FOFAR,BUY,7,825446.9546381552,2.2958928795045044e-7
cats with pawerful aura,AURA,BUY,1,10490.052003751613,3.038662932784038e-9
Avail,AVAIL,SELL,1,99208.10775586231,1.0386374465827983
Mars,MARS,SELL,4,53471.97851090503,1053324115.8840741
Black Unicorn Corp.,MOON,BUY,10,736999.00668313,2.2171340507466988e-7
Strawberry AI,BERRY,BUY,15,241477.52181278844,0.000027319379475707944
FLOKI,FLOKI,SELL,32,4945573.359475439,26997535.851933032
Lybra,LBR,BUY,6,195668.47658733604,0.00001836420094768228
YieldFi yUSD,yUSD,BUY,12,933311.5364646956,1.0836934620224647
SOLAXY,SOLX,SELL,3,34302.318660957026,83040951493.66087
Baby Toshi,BABYTOSHI,BUY,1,6664.760837000458,0.00002459025936911239
Katana Inu,KATA,SELL,2,14280.524988556466,13283521.575018037
SeedifyFund,SFUND,SELL,7,179974.45421455856,3361.5803910942673
Multichain,MULTI,SELL,2,28722.989650291318,4306.683498497766
Book of Meme 3.0,BOME,BUY,45,27525848.119416345,6.226966531038239e-13
PUNDI AI,PUNDIAI,BUY,2,46231.02164605171,2.1695110584981588e-11
Meme Alliance,MMA,BUY,1,6626.656728968823,0.0000014669953711612295
Lido DAO Token (PoS),LDO,BUY,22,650687.3348451025,1.6666555976212125
We have a RUNNER,RUNNER,BUY,1,14307.330297535314,2.590702115620284e-7
Opus,OPUS,SELL,3,305135.07490368705,59561.45675564522
Wrapped Frax,WFRAX,SELL,2,47529.76971134257,1.0004386989029384
Sensay,SNSY,BUY,15,183811.28798656637,7.942721196635085e-7
QANX Token,QANX,BUY,7,79546.40730339976,0.000010405484331442154
Revolution Token,RTV,BUY,2,26520.93412163807,0.0009339980144534483
Curve DAO Token,CRV,BUY,77,5188163.348826074,0.1724343384771019
Swag,SWAG,SELL,13,272038.98345093016,113582.59408961012
Realio Network,RIO,BUY,1,8963.588488766245,0.000013827819130209124
Wrapped NXM,wNXM,BUY,11,1924376.4925455188,0.023135120829540542
ANON,ANAI,BUY,1,5818.671203085266,1.0629540025847366e-7
Nexo,NEXO,SELL,17,677878.9505960769,1902.1901038263686
Axelar Wrapped USDC,axlUSDC,BUY,163,9025540.882012043,1.1365823747460155
Pepe the King Prawn,PRAWN,BUY,2,48968.66029748108,0.0000015604959976225585
Book of Silly bunny,BOS,SELL,1,30962.93276777229,34757810.770485215
Origin Ether,OETH,SELL,82,6137005.583992203,0.76834508401143
Wrapped SOL (Wormhole),SOL,SELL,73,38105685.442579314,15.578055344398177
Syntor AI,TOR,BUY,11,595685.1351220238,0.000006021627691059494
MAGA,MAGA,BUY,6,125823.79090123554,4.219355109164299e-9
FIVE MILLION DOLLARS,DOLLARS,BUY,2,23546.218284026632,1.889307751718008e-8
swETH,swETH,BUY,25,2129780.709163241,1.0902844151677982
Carrot,CARROT,BUY,2,10648.216502297622,0.0754523585477522
ELON MUSK,MUSK,SELL,1,9944.790882553834,757652089198.1444
Be nice Man,BENICEMAN,BUY,4,114076.16609236345,5.68115278041157e-7
KINGCAT,KINGCAT,BUY,2,64215.667828928796,3.2854338709191446e-7
PHARAOH,PHAR,SELL,64,2377951.9163862388,0.031245461949734817
Molecules of IPNFT #2,VITA-FAST,BUY,1,5069.293432439252,0.0019060341573103824
SnarkSide,SNSD,BUY,1,111928.77756174728,0.000042752179253567434
Propchain Token,PROPC,SELL,11,176115.57220896275,1.7796558207680724
CoinCreate,CREA,SELL,2,13444.156858397655,323865.7697785644
SLIPPY,SLIPPY,SELL,2,455480.6542273578,1534413289.700426
Mr Fuzzy,FUZZY,BUY,1,8136.0651056929655,5.278969064614222e-9
OG Strawberry,STRAWBERRY,SELL,1,81966.99132089596,5086637.395077669
db,DB,SELL,1,37766.47985687256,1572753.317549884
BORA,BORA,BUY,106,29556209.791450385,0.7043669869624618
avUSD,avUSD,BUY,88,14721916.846047483,0.998703081401893
Nexo,NEXO,BUY,19,980190.4700231431,0.0005058468987072046
Holichain,HC,SELL,3,25625.22369047426,5.9230002407722395
OVR,OVR,SELL,3,27766.708602409395,21241.70712254618
Juicy,JUICY,BUY,7,104696.19493939757,0.0002296271327259632
Phala,PHA,SELL,4,75631.10389990943,20130.7433773457
Pepe's Cat,ZOE,SELL,2,27443.17360699687,1781258115.5790212
frens,FRENS,BUY,1,13908.83269659368,6.934836480327981e-11
Coupon Assets Token,CA,BUY,1,14188.646016681298,2.284564090441271e-11
Degen Arena,DEGEN,SELL,9,30652348.630296562,851815811306.3997
Oni AI Protocol,ONI,BUY,3,1077126.236137561,3.387987036575821e-7
Ps ps ps ps,PSPS,BUY,1,5470.512011526233,3.444783241502057e-7
RSS3,RSS3,SELL,1,8243.217207296386,46240.72978547264
MUSCAMMER,MUSCAMMER,SELL,1,17050.395812867682,60541170279.17167
Biconomy Token,BICO,SELL,3,38407.32865675687,25184.09328359434
Pendle,PENDLE,BUY,61,8290938.000235157,0.14986781199470584
rsETH,rsETH,BUY,66,33065054.531018846,1.0015604372824114
Social Flow,SF,SELL,1,236697.03544225037,1708511.6145399464
USD//C,USDC,BUY,2874,10087629097.521273,20546.489519952695
Solv BTC,SolvBTC,BUY,60,12475200.7346653,1.0012904942853056
Compounding Open Dollar,cUSDO,SELL,38,156034509.3505393,0.9809118206792968
Jasen Desimun,JDMN,SELL,4,86658.73256643137,2345804.36763489
Gluwa Creditcoin Vesting Token,G-CRE,BUY,5,88572.45355602536,0.0002636211028526698
Infinaeon,INF,BUY,2,45610.688155053605,0.010190507876947513
TAIKI INU,TAIKI,SELL,5,170449.89689825167,4305174296.685217
Wecan,WECAN,BUY,6,247105.818619245,0.006824793955948552
Ethora AI,ETOR,SELL,1,5652.92313992913,14054333.406136094
MorphIS,MorphIS,SELL,14,1679249.1692527835,3967577.600230179
Homestar Runner,RUNNER,SELL,2,133977.68036291198,52184235.388099335
Dog Wif Mask,KOBI,BUY,1,31157.258642691875,1.2017082824324002e-11
OFFICIAL ELON,ELON,SELL,1,20412.161398967084,12371345.79872585
Perpetual,PERP,SELL,15,563848.5948740602,9046.236774826819
Frogo The Frog,FROGO,BUY,6,128194.03383131599,2.490340645109112e-10
Keeta,KTA,SELL,2,46947.44125419411,22742.315761596386
Doge Party,DOGE,SELL,3,1883695.7333437982,10832282.867439855
Ledger Ai,LEDGER,BUY,11,136570.63775820564,4.656270624210283e-7
Polygon Ecosystem Token,POL,BUY,6,51099.74590356287,0.33184986345011974
BIO,BIO,SELL,19,360913.29823905387,24036.04917886501
Twister,TWIS,SELL,24,1643084270.0136204,0.3385267852205609
Wrapped Flow,WFLOW,BUY,1,21372.246506837473,0.00018619600079366675
Longinus,LGNS,BUY,97,170171162.21585047,16.759624862294128
R0AR TOKEN,1R0R,SELL,13,151458.5307712999,88139.73857736244
heyanon,ANON,SELL,3,39618.17475993329,4033978.851540774
SORA GROK,GROK,SELL,44,35579346.73560353,351238.2187340464
aiAPIS,APIS,SELL,2,54121.71721029421,2007107.2477234798
Osaka Protocol,OSAK,SELL,6,84729.77518242596,19616182912.189205
Skyops,SKYOPS,BUY,1,9115.092378841578,0.0000012368587792393408
Holichain,HC,BUY,3,32961.49819064945,0.1664041153727749
O`Malley,OMALLEY,BUY,2,38185.752506062374,5.084541416832346e-11
Plasama,Plasama,SELL,2,24205.42863364076,475587606.3583146
Guess,G,SELL,1,24991.445581827345,8467048.82173546
REVV,REVV,BUY,1,15255.460479414678,4.955859137099879e-7
PAAL AI,$PAAL,BUY,42,4331084.074192391,0.00005362660065311937
TRUMP MEME,MEME,BUY,29,4506750.217517791,7.102958988295209e-7
Wrapped XTZ,WXTZ,SELL,3,29520.270602681638,4350.211421303967
USDS Stablecoin,USDS,BUY,64,20352267.861691896,37190.14524419621
DREAM,DREAM,BUY,1,12441.516616225852,0.000020124621110459616
Wrapped Backed Coinbase Global,wbCOIN,BUY,3,36057.81598974857,253.52369834398584
Pino by Matt Furie,PINO,BUY,2,64635.28594436508,4.915218239865623e-7
Charlie,CHARLIE,SELL,10,177555.56960511982,6672496.837518835
BlockFun Token,BFUN,BUY,2,51826.6512934721,6.275589686786602e-7
Reddio,RDO,BUY,3,97618.76093216684,4.323069262381521e-10
Wrapped AVAX,WAVAX,SELL,2280,600277160.9536675,290.7813202262538
Harambe AI Token,HARAMBEAI,SELL,1,5196.777112032405,251270.83219147104
PeiPei,PEIPEI,SELL,23,1034960.6161725438,54771703209.80404
Redstone,RED,SELL,10,280729.5033692098,4214.241895214003
CFGI,CFGI,SELL,6,112876.25392571653,3850104.8518501944
Department Of Propaganda Everywhere,DOPE,BUY,2,10885.70720697341,1.4334071901778754e-10
EarnBet Coin,EBET,BUY,5,331851.53805671027,4.845912168867795e-7
Rail,RAIL,SELL,22,561756.2718220631,2628.1578921281457
Hoichi 芳一,HOICHI,SELL,1,5119.433344853434,1826398810.1506968
BYTES,BYTES,SELL,10,146215.26579833345,803.5936010387491
BASEDOGE,BASEDOGE,SELL,1,5606.359375,2989932555.9617033
Clearpool,CPOOL,SELL,36,1401702.8076376293,5983.152399384545
Nitro,NITRO,BUY,11,447806.8152423037,4.17618853897089e-9
OVR,OVR,BUY,6,69821.78122706608,0.000042044574556269945
DEXTools,DEXT,BUY,13,254422.66075288135,0.00011791522473942951
ORBOFI,OBI,SELL,1,8308.109803179015,842.6515350231712
Lapepe,LAPEPE,BUY,1,5980.6185726532985,3.679084624799625e-8
AlphaSwap,AlphaSwap,SELL,1,205162.5150216566,7526087.881852632
ArcBlock,ABT,BUY,10,122142.29028036,0.0003639865804092556
Neirei,NEIREI,SELL,1,5364.984178842215,1486585482.6581142
Cerebrum DAO Token,NEURON,SELL,4,37546.36782616578,13735066.404822567
BlackRock,BLK,SELL,1,8134.369760930977,2131798149.3755069
Snibbu,SNIBBU,SELL,12,3271835.44196647,819642.9441965153
EonIQ,EONIQ,BUY,4,318147.02030724817,3.2923322957060534e-7
catwifmask,MASK,SELL,2,275187.7145011105,7349985670.7865715
Pissport by Matt Furie,PISSPORT,SELL,1,58970.0207292914,4322936.177944734
MAKER (PoS),MKR,BUY,1,6160.066837887402,0.6184314790746345
SimpleAI,SMPL,SELL,6,235878.78857285492,322953.0405393751
MOOD,MOOD,SELL,1,10716.481740951538,4843203.94040491
Vitalik's Favourite Bull,MooMoo,SELL,1,54281.24230519477,4197984.439415628
Matt Furie World,MATTKING,BUY,2,1060326.8543324275,9.857428406161918e-7
PAR Stablecoin,PAR,BUY,5,107885.02962943359,0.9962651131128982
DOGE Party,DOGEPARTY,BUY,1,101323.56189124394,5.0598045946323825e-11
Iris AI,IRISAI,BUY,2,27830.002166164137,3.5635645396311414e-11
defito.finance,DTO,BUY,2,16358.149822768817,106.52719411726227
Coinbase Wrapped Staked ETH,cbETH,SELL,47,17582692.029355045,0.9100189860254044
Ludus,LUDUS,BUY,6,113908.44796627689,0.00006511939311172898
KAI Battle of Three Kingdom,SGC,BUY,2,63931.01543644527,1.133174763019786e-10
Firebeam,FIRE,BUY,1,5448.650747231366,3.218411740095425e-8
Rekt,REKT,SELL,37,7272843.757937966,11159607446.174139
Renegade AI,RENEAI,SELL,2,351451.7628487944,1390630.1128088348
Synari,SYN,BUY,3,101903.42799031791,4.114594617969829e-7
Moonwell,WELL,BUY,2,18130.500436283575,8.770662934720587e-13
Hyper,HYPER,SELL,6,48290.953654594385,0.42304200493443833
AyeAyeCoin,AYECOIN,BUY,1,236507.21321025328,0.000005667510544661784
hello world computer,HELLO,BUY,3,24816.070104457816,5.8364250778178955e-8
Popcat (ERC),POPCAT,SELL,24,2428432.4183137333,66006229.22103944
pig wif hat,pigwif,BUY,1,15554.171840749828,5.882459359826573e-18
Babypepe by Matt Furie,BABYPEPE,BUY,1,304549.3137763095,4.6958027776656307e-7
Yankee,YANKEE,BUY,2,48505.4514002114,4.170367541715113e-8
Revest,RVST,BUY,2,54373.23583721835,0.0000022020556626795787
Golden,GOLDEN,SELL,3,14509645.990587825,181231.5016480322
RoboFlux,$RFQ,SELL,1,7193.260767614442,2701682.502051946
Synthia AI,SAI,SELL,2,861781.9033306572,769465.3164351846
Whiterock USD,USDX,SELL,27,24338798.347304568,0.0025792850120370876
Rooftop Koreans,ROOF,SELL,1,25850.208630466463,2201907.528455356
Eagles will Land,EAGLE,BUY,2,1534843.7452849324,0.0000012359007779250596
Peace Coin,PEACE,BUY,1,10463.935424917505,1.7095663681526072e-8
Elons Cult,WE,BUY,2,20827.489395864483,0.0000013518704860539698
Quantum Biology DAO Token,QBIO,BUY,3,23082.949840985246,0.000002689509880575504
?The Lucky Long Coin,?LuckyLong,BUY,1,50433.440575899454,9.926069957002604e-14
Spaghetti,SPAGHETTI,BUY,2,48370.96258470607,7.216351738436697e-8
Peapods Interest Bearing WETH - 2,pfWETH-2,SELL,1,14393.608875386737,0.9396564659508401
Cross-Chain BCH,ccBCH,SELL,3,48908.658773681644,6.141275904712688
Tesla Run,TR,SELL,1,13555.622185335074,13537.939887220447
SOEX,SOEX,BUY,1,7960.798369428984,7.134491524291483e-8
TEARS IN RAIN,TIR,BUY,2,78374.63435652017,2.0624857458625345e-7
HATBOT,HATBOT,BUY,1,30634.7646745363,1.6124897423001771e-12
King of Memes Neiro,KingNeiro,BUY,1,6520.377443512951,2.8985809169371944e-15
Wofl,WOFL,BUY,2,31453.128041203876,1.5450828717261383e-7
Venom,VENOM,BUY,1,6513.182249959578,4.089236835244502e-13
the future is ethereum,Ethereum,BUY,1,10099.011703473157,4.458590017278119e-8
Bulla,BULLA,BUY,2,62658.4455933116,2.808867246692049e-8
Liquid Mining Fund,LMX,BUY,2,4.327947573682442E21,9.882940557965396E18
PepeGod,PPGOD,BUY,1,214792.87560020108,5.314745398204439e-7
Capybara,CAPY,BUY,1,8503.480337305002,2.062116377288696e-9
Coil,COIL,BUY,1,5727.151673850229,0.42500624359126016
VUSD,VUSD,BUY,1,6613.842403050341,0.00047730389308829445
WATCHING LIVE PAIRS?,LIVEPAIR,SELL,1,87678.04488455116,2425.425206984063
WIDE CLUB,WIDE,SELL,2,67503.30413558254,3716824.238967142
Selen AI,SELEN,BUY,2,305869.83858115977,2.6341634625685553e-7
Governance OHM,gOHM,BUY,7,60974.34371678941,69.63285585123687
Honey AI,HAI,BUY,2,930978.5352703616,8.631155800033265e-7
Sick Buffalo,SICKB,BUY,3,293990.0688651801,8.450418983983774e-7
LayerZero,ZRO,BUY,9,172114.82739045616,1.2408408076287059
Gochujangcoin,GOCHU,SELL,1,15103.080260594843,1144940937.0498407
roman storm,RS,BUY,1,19710.425313699096,5.8931731016962455e-8
Emperor Kekius Maximus,EMPEROR,SELL,8,870422.2410358367,1263464.375843103
Pyramid LiquidityOrder,ORDER,BUY,6,60794.6314668809,0.0000011561375478689632
Book of Memes,BOM,SELL,2,120806.47926445291,64670.879803759104
Super Trump,STRUMP,BUY,2,20016.70631027838,1.458720353802509e-7
Moose,Moose,BUY,3,356521.141399233,5.529970576352174e-7
EFFORCE IEO,WOZX,SELL,1,5379.425114147329,321.95597669604285
BILLION•DOLLAR•CAT,BDC,SELL,2,468999.0688395103,3343992.394406156
Battle Arena,Arena,BUY,2,102201.05216630582,9.79298302839624e-7
Bad Frog,BADFROG,SELL,2,128514.53336334245,6333994.585318255
Somehow DAO,SD,BUY,7,101099.04433879239,0.000001108482795748499
VitaDAO,VITA,BUY,1,5024.753459658121,2.5256483395493324e-12
Orbyte AI,ORA,SELL,1,17105.312202560664,19758674.874200013
Pookiecoin,POOKIECOIN,BUY,2,75821.43678708404,4.3265418028781303e-7
PINKBLUB,PINKBLUB,SELL,1,12340.492453378527,4011688.3446649816
sFTMX,sFTMX,BUY,1,16167.329654892308,1.1371294091227953
PepeGod,PPGOD,SELL,1,57551.01207552573,969324.4495933704
Gnome Child,GNOME,BUY,6,823897.602965843,0.000004654038250117106
Thor DAO,THOR,SELL,1,87710.21969995117,1310973955.822904
APETURBO,APETURBO,SELL,1,7548.199951171875,2619526050.240532
Snow Browser,SNOW,BUY,1,15227.86797720534,3.22490118424e-7
REPLICANDY,REPLICANDY,SELL,2,24152.11301620728,1407713.4695103467
Fight to MAGA,FIGHT,BUY,2,11017.706604647341,2.356836486343522e-7
FartGuy,FartGuy,BUY,1,22856.527096329,3.473760603431136e-13
NS3AI Agents,NSAI,BUY,2,997758.118698566,0.000005024832652391268
Shiryo,SHIRYO,BUY,2,26363.323978587043,0.000024370884426648653
MoonBag,$MBAG,BUY,1,40129.542701657905,2.0595407184158837e-8
MOOSE,MOOSE,BUY,1,7428.936706484067,1.5285698823578033e-10
Ether Man,EMAN,SELL,2,555469.3021949945,2095283.7873510723
Dark Gem AI,DGEMAI,BUY,1,30302.85776107026,1.328149022267156e-7
Moose,Moose,SELL,2,33260.03173828125,1499956.1349684368
IlluminatiCoin,NATI,BUY,7,110940.49941284495,2.549516551691875e-10
Replicandy,REPLICANDY,SELL,2,116258.43489092085,334390959.0649911
BILLION•DOLLAR•CAT,BDC,BUY,2,713065.299854652,3.804642975639235e-7
GLUE,GLUE,SELL,2,64841.57221946824,8661821.854919732
Mojo,MOJO,BUY,1,34316.4853483614,6.627141107591813e-8
Pepe the Penguin,PEPE,BUY,2,55296.4401592039,2.1933415309789855e-8
Roman Storm,RS,SELL,1,10921.39853073405,2479261.2731573
Maci The Cat,MACI,SELL,4,399149.6592692877,1078139934773.0337
moo animals,MOOANIMALS,SELL,2,37227.47838134765,2891098.1582030044
Roman Storm,RS,BUY,2,39587.0136338049,0.0000020890255910107184
CYNC AI,CAI,SELL,1,46886.92052246093,59962.23925659139
Goat,GOAT,SELL,1,55938.51205897871,1340479.7741574475
KETAMUSK,KETAMUSK,BUY,1,7858.742253133063,1.3008371959607749e-11
Twench,TWENCH,BUY,1,50045.60489424123,2.439665748558292e-7
TypeAI,TYPE,BUY,2,11844.063246779566,0.000059392395689488665
COQFINE,COQFINE,BUY,2,118150.04753783395,3.067348707187604e-12
Birthday Tax,BTAX,BUY,3,1019795.4014677339,0.0000011840849645469674
SHARK CAT,SHARK CAT,SELL,1,565275.1545613242,311896.595017197
Gekko,GEKKO,BUY,2,24624.472600299214,4.575013881190307e-10
EVIL CROCRO,ECRO,SELL,1,34895.367431091625,469810620.52428174
Tuggin,TUGGIN,BUY,2,761063.7084919453,0.000001118531512153755
RAPPY,RAPPY,BUY,1,6660.431828783885,5.700284497470506e-10
IBIT,IBIT,SELL,1,5061.5983668085355,445779986.9440782
REDROOT,REDROOT,BUY,1,9191.132755290759,0.00005087228689114151
SEEDS,SEEDS,BUY,1,46240.55288539931,5.588147928737448e-7
AVAXMASCOT,LANDWOLF,BUY,1,37419.12511866365,3.5212148669503796e-7
All is well,AIW,SELL,2,118042.60541092075,1750995.4122319662
MUBI,MUBI,SELL,1,5399.5571274623635,376107.4641211585
CALL OF DIDDY,COD,BUY,1,10317.349455503301,1.7339185883514008e-8
Happy Father’s Day,Happy Father’s Day,BUY,2,88604.5957368202,6.984230272312322e-8
LICKMYWHISKINI,WHISKINI,SELL,1,14219.436598195814,1401434.1401865755
Abalanche,ABAX,SELL,1,5171.9516706466675,2380120.716734844
spermcellinator,SPERM,BUY,1,20006.290971194772,2.8443293321365473e-10
FartCat,FARTCAT,BUY,1,16519.395700272788,2.671515540184505e-8
Replicandy,Replicandy,BUY,2,108107.36331993208,1.5116815492399952e-7
Meowcrosoft the Purr-Tech | St,PURRTECH,BUY,1,32885.850536115235,2.2232707188864267e-8
NVIDIA AI,NVIDIA AI,SELL,2,753814.8832238726,93671.0905725529
BloomBeans,BEAN,BUY,1,54163.35487016792,136.88161061207327
AITRENCHBOT,AITRENCHBOT,BUY,1,37710.3249726601,1.9721746770592766e-12
Morph AI,MORPHAI,BUY,2,17511.93001884286,0.000005320696231447846
Plush Pepe,PPEPE,BUY,2,137468.7677107009,4.140873030854904e-7
World Liberty Financial,WLFI,BUY,3,63697.046511296234,6.880089510052274e-8
Cellex,CELLEX,BUY,1,6105.807956654715,7.107378755435849e-7
DEFI.APP,HOME,BUY,1,7662.882173596002,2.1734026647237514e-10
Don PEPE,PEPPITO,BUY,1,7797.46681966408,2.7320071878244593e-11
BENIS,BENIS,BUY,7,85236.23698159277,0.0000012444247191124763
REDTARD,RTARD,BUY,1,108781.26930083275,0.0000012458137763801655
Yield Guild Games Token,YGG,SELL,1,22956.51770981303,15057.032987771952
Hottie Froggie,HOTTIE,SELL,1,5494.337394780389,3167792318.884692
Pumpkin,PUMPKIN,SELL,3,41542.032126230966,3666246090.8006616
So Fucking Bullish,YASHTIN,BUY,1,7167.274392854626,1.96012721579257e-7
Moondog AI,MOON,SELL,1,9291.195144729249,16103888.41511171
Nova AI,NOVA,SELL,1,185734.2985515346,1664653.8652166992
cmETH,cmETH,SELL,11,1821382.740447299,1.0000473895883935
Matto Furietto,MATTO,BUY,1,5647.44558896782,2.5874064761761283e-15
Vitalik Unicorn Pump,VUP,BUY,1,29650.86218697453,3.793661683766324e-7
Pietro,Pietro,SELL,1,18553.373525390623,36472612.44776525
FROST,FROST,SELL,2,91818.5397321566,573674.5388297038
Decentralized USD,USDD,SELL,3,278109.6709253873,0.992269468644518
World Peace Coin,WPC,BUY,1,42362.779164675405,2.726063630510728e-7
TRUTHIUM,TTH,SELL,1,11062.658979013286,16581397582.339787
Ice,ICE,SELL,1,11941.066656758901,349524.74655801064
Splintershards,SPS,BUY,2,15809.282180516173,0.000004168602761480088
XenoAI,XENO,BUY,1,11708.471233707154,2.091901257664896e-8
Super Trump,STRUMP,SELL,2,18411.21233044882,6547543.969812201
HyperCycle Token,HyPC,SELL,3,41456.68965691888,34097.19570618555
LOYALTYINU,LOYALTYINU,BUY,1,24684.149713733506,1.296824934704729e-12
Ethereum Frog,iPEPE,BUY,2,324553.03827738925,0.0000013119717796935727
Gnome Child,GNOME,SELL,5,590038.2334118185,14943483556.564518
YFWorld,YFW,SELL,1,7624.945605188308,0.8136161462647697
HEFE,HEFE,BUY,1,74569.38432073678,4.7067839463417525e-14
GoldyMan by ???? ?????,GOLDY,SELL,1,94212.75823687272,4207322.938448525
EMPEROR KEKIUS MAXIMUS,EMPEROR,BUY,10,2905069.316206918,0.0000012196204603754285
PepeBull,BEEF,BUY,1,51699.96356781049,4.937838090641784e-13
aura,aura,BUY,2,117720.17111377283,0.000003927843975472705
Zebec Network,ZBCN,SELL,1,29923.11742010931,918206.2363139085
Sora Token,XOR,BUY,1,5766.203574087729,4.867831818441016e-19
Random9,Random9,SELL,5,173761.9309870986,1593063.574473762
PLASMA,XPL,SELL,2,20694.360002685546,8789189.608161982
SPX69000,SPX,BUY,18,1143367.4665461886,0.00000312912618055041
AVM,AVM,BUY,2,37916.84711804469,0.000002935400844042114
deUSD,deUSD,SELL,1,5035.685686584762,18.84939541184537
MoonBag,$MBAG,SELL,1,40129.542701657905,48702443.956819646
RoboFlux,$RFQ,BUY,1,9607.369017633997,3.073144538111045e-7
Ice,ICE,BUY,2,12086.215170152902,0.000002728207207370915
Pump.fun Doge,PumpDOGE,BUY,1,10426.585966958033,4.1429794872915354e-15
Matt Furie - Father of BoysClub,MATT,BUY,2,205610.76586136044,6.220193316864066e-7
Peperat by Matt Furie,PEPERAT,BUY,2,116785.99358369879,2.063619392592757e-7
AVM,AVM,SELL,2,125072.410278493,372412.48608195724
Robert Francis Prevost,POPE,BUY,2,126427.55124792752,0.00000391637518588864
Pizza Wizard,WIZ,BUY,1,9037.211663496513,0.0000033365683453117426
Dozy,DOZY,BUY,1,9695.594103402753,2.827442557781066e-7
Doge Zombie Contracts,Z-WH,BUY,1,18026.983424182625,6.200072298882703e-8
Weezy The Dragon,WEEZY,BUY,1,6647.140095347491,0.00000109909447527823
Witch and Shrew by Matt Furie and Aiyana Udesen,WAS,BUY,2,22075.336288876344,3.63149873479001e-11
FWOXY,FWOXY,BUY,1,20428.09519614674,8.077247415294412e-15
Kelp Gain,agETH,SELL,12,742889.9165146988,1.0134508107173676
cVault.finance,CORE,BUY,3,115460.05040876598,2.5658351645724307
Kamino,KMNO,SELL,1,10253.252530279678,346475.40371331177
ANDY6900,ANDY6900,BUY,2,43823.907004852284,2.2993618870363694e-8
red triangle,TRIANGLE,SELL,2,248323.89138532648,684060.8745740544
Make America Greater,MAG,BUY,2,43094.46592909801,3.379811401751453e-7
Dozy,DOZY,SELL,1,12160.075399208068,3235760.2471782677
Frog Art,FART,SELL,1,51833.48288469852,8164202.302108989
Adshares,ADS,BUY,3,31405.0979597053,0.5117695012576082
XSwap,XSWAP,BUY,1,7590.990433049532,0.0402513685738954
Defender Bot,DFNDR,SELL,1,5002.19136302246,241950.31561022933
Staked GRND,xGRND,SELL,9,987571.8286200892,0.36792039484510586
click and buy,CLICK,BUY,1,5719.679823028766,3.3164936892090276e-7
Fartcat,Fartcat,BUY,2,156940.5110348576,4.951440546372291e-14
REDTARD,RTARD,SELL,1,117492.94363269806,652045.1750020311
IlluminatiCoin,NATI,SELL,5,69564.64767111359,4011977519.380404
GNODEAI,GNA,BUY,1,64030.2594788668,6.040015011709736e-7
NO MOTION,MOTION,BUY,1,23490.89486797236,0.0000025801407347479583
Non Human Intelligence,NHI,BUY,1,9005.129611705644,2.0491241102901103e-10
SubQueryToken,SQT,SELL,1,23321.09965288741,529.687804551389
Book Of Trump,BOT,SELL,1,5683.283141976289,8387267.089469389
